count,mean_score,observed_fraud_rate,brier_score
22897,5.8758297651159324e-05,0.0,0.000504276017551417
9570,8.935990357459866e-05,0.0,0.000504276017551417
3152,0.00014018639149064363,0.00031725888324873094,0.000504276017551417
10417,0.00020733495598225716,0.0,0.000504276017551417
4074,0.00027553411732730973,0.0,0.000504276017551417
6920,0.0003621144078124862,0.00028901734104046245,0.000504276017551417
7060,0.00053153075170683,0.00028328611898016995,0.000504276017551417
7112,0.015400433061659285,0.016591676040494937,0.000504276017551417
